date,vehicle,weight
2017-05-22,15,1.7
2017-05-23,15,8.16
2017-05-23,14,3.64
2017-05-23,13,4.58
2017-05-23,13,9.1
2017-05-23,14,9.46
2017-05-24,14,1.34
2017-05-24,14,8.92
2017-05-24,13,9.26
2017-05-24,13,2.58
2017-05-24,15,9.01
2017-05-25,14,8.98
2017-05-25,13,9.32
2017-05-25,13,7.86
2017-05-25,14,6.26
2017-05-26,8,3.1
2017-05-26,13,2.06
2017-05-26,14,2.86
2017-05-26,13,9.88
2017-05-29,13,4.42
2017-05-29,13,8.42
2017-05-29,14,3.78
2017-05-29,14,9.6
2017-05-30,15,2.17
2017-05-30,13,5.64
2017-05-30,14,3.24
2017-05-30,15,9.5
2017-05-30,14,9
2017-05-30,13,10.18
2017-05-31,15,5
2017-05-31,14,5.6
2017-05-31,13,7.34
2017-06-01,13,7.74
2017-06-01,15,1.6
2017-06-01,15,8.5
2017-06-01,14,9.56
2017-06-02,13,8.84
2017-06-02,15,9.9
2017-06-02,14,9.1
2017-06-05,14,6.26
2017-06-05,15,2.7
2017-06-05,15,9.5
2017-06-06,14,9.38
2017-06-06,13,6.72
2017-06-06,15,8.8
2017-06-06,15,4.9
2017-06-06,14,4.64
2017-06-06,13,8.69
2017-06-07,14,7.12
2017-06-07,13,7.52
2017-06-07,15,4.1
2017-06-07,15,9.4
2017-06-08,13,1.908
2017-06-08,15,8.6
2017-06-08,13,8.08
2017-06-08,14,5.4
2017-06-08,15,1
2017-06-09,15,7.9
2017-06-09,14,8.78
2017-06-09,13,8.82
2017-06-09,14,1.22
2017-06-12,14,3.94
2017-06-12,20,0.6
2017-06-12,15,8.5
2017-06-12,14,8.98
2017-06-12,15,3.9
2017-06-12,15,8.96
2017-06-13,13,8.12
2017-06-13,15,2.6
2017-06-13,14,7.66
2017-06-13,13,5.8
2017-06-13,15,9.6
2017-06-13,14,4.1
2017-06-14,15,6.2
2017-06-14,14,6.2
2017-06-14,13,7.36
2017-06-15,14,7.1
2017-06-15,13,0.94
2017-06-15,15,8.4
2017-06-15,13,10.92
2017-06-16,14,7
2017-06-16,13,9.76
2017-06-16,13,2.1
2017-06-19,13,8.38
2017-06-19,14,7.1
2017-06-20,14,8.26
2017-06-20,13,3.04
2017-06-20,13,7.46
2017-06-20,14,3.8
2017-06-21,13,7.88
2017-06-21,13,3.48
2017-06-22,14,6.66
2017-06-22,13,9.24
2017-06-22,13,2.14
2017-06-23,14,0.6
2017-06-23,14,9.62
2017-06-23,13,4.8
2017-06-23,13,7.5
2017-06-26,13,8.34
2017-06-26,13,5.14
2017-06-26,14,8.58
2017-06-26,14,5.1
2017-06-27,14,0.84
2017-06-27,13,4.2
2017-06-27,14,8.76
2017-06-27,13,9.4
2017-06-28,14,4.94
2017-06-28,13,7.66
2017-06-29,14,7.1
2017-06-29,13,8.7
2017-06-30,14,8.56
2017-06-30,13,5.26
2017-07-03,15,3
2017-07-03,14,9.68
2017-07-03,13,8.84
2017-07-04,15,7
2017-07-04,13,0.28
2017-07-04,13,8.16
2017-07-04,14,5.38
2017-07-04,15,1
2017-07-05,15,3.6
2017-07-05,14,6.84
2017-07-05,15,8.2
2017-07-05,13,8.22
2017-07-06,14,6.28
2017-07-06,15,5.7
2017-07-07,15,4.5
2017-07-07,14,2.2
2017-07-07,14,9.98
2017-07-08,14,9.98
2017-07-10,13,4.24
2017-07-10,15,5
2017-07-10,14,9.06
2017-07-10,13,8.52
2017-07-10,15,0.8
2017-07-11,14,2
2017-07-11,15,8
2017-07-11,14,8.11
2017-07-11,13,8.02
2017-07-11,13,1.5
2017-07-12,15,6
2017-07-12,14,5.14
2017-07-12,13,7.34
2017-07-13,15,8.2
2017-07-13,14,8.12
2017-07-13,13,6.88
2017-07-14,13,8.56
2017-07-14,14,6.47
2017-07-14,15,7.6
2017-07-17,15,4.8
2017-07-17,14,4.34
2017-07-17,13,6
2017-07-18,15,6.6
2017-07-18,14,5.98
2017-07-18,13,6.2
2017-07-19,13,2.82
2017-07-19,14,3.04
2017-07-19,15,7
2017-07-19,15,1.7
2017-07-20,14,4.68
2017-07-20,15,7.7
2017-07-20,13,8.99
2017-07-20,15,1
2017-07-21,13,4.1
2017-07-21,15,6.2
2017-07-24,14,6.9
2017-07-24,14,8.12
2017-07-24,13,8.94
2017-07-25,14,7.8
2017-07-25,13,8.9
2017-07-25,14,9.14
2017-07-26,14,7.8
2017-07-26,13,8.02
2017-07-27,14,6.66
2017-07-27,15,4.8
2017-07-28,13,6.5
2017-07-28,14,9.32
2017-07-28,14,9
2017-07-31,15,6.5
2017-07-31,14,5.52
2017-07-31,13,7.88
2017-08-01,15,5.6
2017-08-01,15,1.8
2017-08-01,14,7.84
2017-08-01,13,9.8
2017-08-02,13,2
2017-08-02,15,4.1
2017-08-02,13,6.6
2017-08-02,15,9.5
2017-08-03,15,4.1
2017-08-03,15,8.2
2017-08-03,13,8.02
2017-08-03,13,4.95
2017-08-04,15,7.5
2017-08-04,13,8.24
2017-08-04,14,9.72
2017-08-07,13,7.26
2017-08-07,13,7.68
2017-08-08,13,7.16
2017-08-09,13,5.12
2017-08-10,14,5.54
2017-08-10,14,1.7
2017-08-10,13,3.9
2017-08-10,13,6.82
2017-08-14,14,6.36
2017-08-14,15,7.8
2017-08-14,13,8.62
2017-08-15,15,8
2017-08-15,13,1.16
2017-08-15,14,6.4
2017-08-15,15,2.2
2017-08-15,13,9.7
2017-08-16,15,3.6
2017-08-16,13,5.6
2017-08-16,15,9.7
2017-08-16,14,5.1
2017-08-17,13,9.96
2017-08-17,15,9.8
2017-08-17,14,4.3
2017-08-18,14,8.74
2017-08-18,15,9
2017-08-18,13,6.12
2017-08-21,15,9.8
2017-08-21,14,3.06
2017-08-21,14,10.04
2017-08-22,15,2.2
2017-08-22,15,10.1
2017-08-22,14,9.78
2017-08-22,14,2.44
2017-08-23,15,7.6
2017-08-23,14,6.82
2017-08-24,15,0.5
2017-08-24,14,10.98
2017-08-24,15,9.8
2017-08-25,14,10.16
2017-08-25,15,8
2017-08-25,14,4.8
2017-08-25,15,7.5
2017-08-25,17,2.45
2017-08-25,2,0.5
2017-08-28,13,3.64
2017-08-28,14,1.72
2017-08-28,14,9.76
2017-08-28,13,10.34
2017-08-29,13,6.6
2017-08-29,15,8
2017-08-29,14,9.14
2017-08-30,14,5.36
2017-08-30,15,10.5
2017-08-30,15,4.6
2017-08-30,13,5.9
2017-08-31,14,7.18
2017-08-31,15,9
2017-08-31,13,8.88
2017-09-01,14,10
2017-09-01,14,11.96
2017-09-01,13,11.74
2017-09-04,14,9.4
2017-09-04,15,10
2017-09-04,13,10.28
2017-09-04,13,2.24
2017-09-04,15,1.8
2017-09-04,14,4.02
2017-09-05,15,1.6
2017-09-05,14,7.76
2017-09-05,15,10.1
2017-09-05,14,5.36
2017-09-05,13,9.2
2017-09-06,14,7.1
2017-09-06,13,7.06
2017-09-07,13,8
2017-09-07,15,7
2017-09-07,14,8
2017-09-08,15,10
2017-09-08,11,0.68
2017-09-08,13,5.42
2017-09-08,13,6.9
2017-09-08,15,1.5
2017-09-11,13,3.2
2017-09-11,15,10.5
2017-09-11,14,11
2017-09-11,13,9.28
2017-09-11,15,1
2017-09-12,15,10
2017-09-12,14,6.56
2017-09-12,15,1.8
2017-09-12,13,10.6
2017-09-13,14,6.74
2017-09-13,13,9.26
2017-09-13,15,6
2017-09-13,15,10.5
2017-09-14,13,1.4
2017-09-14,14,10.4
2017-09-14,13,9.58
2017-09-14,15,8
2017-09-15,13,6.06
2017-09-15,14,5.86
2017-09-15,15,6.8
2017-09-18,15,10
2017-09-18,14,6.36
2017-09-18,13,11.4
2017-09-18,14,9.18
2017-09-18,13,6.1
2017-09-18,15,3.4
2017-09-19,14,9
2017-09-19,14,4.56
2017-09-19,13,11.02
2017-09-19,15,8
2017-09-19,13,6.92
2017-09-19,15,10
2017-09-20,14,8.52
2017-09-20,15,10.5
2017-09-20,13,10.08
2017-09-21,14,8.92
2017-09-21,15,5.5
2017-09-21,15,9.6
2017-09-21,13,9.96
2017-09-21,14,4.9
2017-09-22,14,9.94
2017-09-22,13,5.08
2017-09-22,11,6.4
2017-09-22,14,4.34
2017-09-22,15,10.2
2017-09-22,13,8.78
2017-09-22,15,9.5
2017-09-25,14,7.16
2017-09-25,14,9.6
2017-09-25,13,10.25
2017-09-25,13,8.3
2017-09-25,15,10
2017-09-25,15,7.8
2017-09-26,15,8.5
2017-09-26,15,2
2017-09-26,13,7.14
2017-09-26,13,5.16
2017-09-26,8,3.26
2017-09-26,14,9.76
2017-09-26,14,5.48
2017-09-27,13,10.74
2017-09-27,13,9.32
2017-09-27,15,10.5
2017-09-27,15,8
2017-09-27,8,11.54
2017-09-28,13,11.68
2017-09-28,13,8.02
2017-09-28,14,9.84
2017-09-28,15,10.5
2017-09-28,15,8.5
2017-09-28,8,9.72
2017-09-28,14,7.94
2017-09-28,8,3.8
2017-09-29,13,10.3
2017-09-29,13,11.66
2017-09-29,14,11.22
2017-10-02,15,10.44
2017-10-02,15,8.88
2017-10-02,14,9.86
2017-10-02,14,6.08
2017-10-02,4,0.92
2017-10-02,2,3.8
2017-10-02,15,2.74
2017-10-02,14,10.04
2017-10-02,,1.7
2017-10-02,,11.65
2017-10-03,13,11.38
2017-10-03,13,10.1
2017-10-03,13,6.508
2017-10-03,15,9.68
2017-10-03,15,5.44
2017-10-03,14,9.54
2017-10-03,8,6.78
2017-10-03,14,10.9
2017-10-04,13,10.14
2017-10-04,13,7.32
2017-10-04,15,9.84
2017-10-04,14,9.74
2017-10-05,13,11.66
2017-10-05,13,9.8
2017-10-05,15,9.72
2017-10-05,15,1.02
2017-10-05,14,7.96
2017-10-05,14,11.54
2017-10-06,13,11.86
2017-10-06,13,12.48
2017-10-06,14,7.96
2017-10-06,14,10.3
2017-10-06,15,10.3
2017-10-06,15,10
2017-10-09,14,6.96
2017-10-09,14,11.7
2017-10-09,14,4.84
2017-10-09,13,10.26
2017-10-09,13,12.12
2017-10-09,8,9.8
2017-10-09,8,9
2017-10-09,8,3.8
2017-10-10,14,10.98
2017-10-10,14,11.94
2017-10-10,13,10.4
2017-10-10,13,11.52
2017-10-10,15,9.28
2017-10-10,15,3.94
2017-10-11,14,10.44
2017-10-11,14,8.66
2017-10-11,13,10.16
2017-10-11,13,11.43
2017-10-11,15,10.18
2017-10-11,15,10.1
2017-10-11,15,6
2017-10-12,14,11.04
2017-10-12,14,9.92
2017-10-12,13,6.6
2017-10-12,13,11.56
2017-10-12,15,10.72
2017-10-12,15,9.8
2017-10-13,15,10.6
2017-10-13,15,10.85
2017-10-13,13,10.64
2017-10-13,13,11
2017-10-13,14,10.76
2017-10-13,14,8.96
2017-10-16,14,11.74
2017-10-16,14,9.9
2017-10-16,14,7.02
2017-10-16,15,10.4
2017-10-16,15,10.9
2017-10-16,15,9.4
2017-10-16,13,10.48
2017-10-16,13,12.94
2017-10-16,13,10.34
2017-10-17,,2.3
2017-10-17,14,9.64
2017-10-17,14,9.96
2017-10-17,14,2.88
2017-10-17,15,10.4
2017-10-17,15,10.2
2017-10-17,15,9.4
2017-10-17,13,11.56
2017-10-17,13,10.2
2017-10-17,13,12.52
2017-10-18,14,9.62
2017-10-18,14,4.56
2017-10-18,15,10
2017-10-18,15,6.2
2017-10-18,13,9.74
2017-10-18,13,7
2017-10-19,14,10.4
2017-10-19,14,10
2017-10-19,15,10.2
2017-10-19,15,10.6
2017-10-19,13,10.5
2017-10-19,13,4.66
2017-10-20,14,10.4
2017-10-20,14,11.24
2017-10-20,14,0.94
2017-10-20,15,11.3
2017-10-20,15,11.5
2017-10-20,15,3.4
2017-10-20,13,11.1
2017-10-20,13,11.38
2017-10-20,13,5.32
2017-10-23,24,1.22
2017-10-23,,7.85
2017-10-23,14,3.1
2017-10-23,15,9.74
2017-10-23,15,11
2017-10-23,15,3.08
2017-10-23,13,10.78
2017-10-23,13,11.96
2017-10-23,13,3.78
2017-10-24,15,8.88
2017-10-24,15,6.18
2017-10-24,14,9.9
2017-10-24,14,9.74
2017-10-24,14,3.64
2017-10-24,13,11.36
2017-10-24,13,11.52
2017-10-25,15,11.4
2017-10-25,15,10.04
2017-10-25,15,9.08
2017-10-25,14,9.7
2017-10-25,14,7.28
2017-10-25,13,9.32
2017-10-25,13,9.2
2017-10-26,14,9.6
2017-10-26,14,8.98
2017-10-26,15,10.34
2017-10-26,15,10.36
2017-10-26,13,9.84
2017-10-26,13,10.8
2017-10-27,15,9.54
2017-10-27,15,9.86
2017-10-27,15,1.94
2017-10-27,14,10.86
2017-10-27,14,12.14
2017-10-27,13,10.18
2017-10-27,13,10.78
2017-10-30,,11.55
2017-10-30,14,10.62
2017-10-30,14,10.72
2017-10-30,14,10.68
2017-10-30,14,3
2017-10-30,15,7.56
2017-10-30,13,11.1
2017-10-30,13,11.68
2017-10-30,13,6.84
2017-10-31,15,10.14
2017-10-31,15,10.05
2017-10-31,15,5.94
2017-10-31,14,10.94
2017-10-31,14,10.32
2017-10-31,13,10
2017-10-31,13,10.92
2017-10-31,13,9.06
2017-10-31,11,8.6
2017-11-01,14,3.16
2017-11-01,14,10.14
2017-11-01,15,9.88
2017-11-01,15,4.26
2017-11-01,13,9.14
2017-11-01,13,4.42
2017-11-02,15,10.56
2017-11-02,15,6.78
2017-11-02,14,10.28
2017-11-02,14,7.36
2017-11-02,13,10.46
2017-11-02,13,9.72
2017-11-02,,10.56
2017-11-02,,6.78
2017-11-03,14,11.26
2017-11-03,14,11.4
2017-11-03,15,11.12
2017-11-03,15,4.68
2017-11-03,13,10.7
2017-11-03,13,2.7
2017-11-03,13,12.46
2017-11-06,14,2.56
2017-11-06,17,11.1
2017-11-06,13,10.76
2017-11-06,13,10.68
2017-11-06,13,4.76
2017-11-06,15,10.7
2017-11-06,15,10.3
2017-11-06,15,3.3
2017-11-07,14,10.14
2017-11-07,14,11.2
2017-11-07,13,9.34
2017-11-07,13,9.54
2017-11-07,15,10.3
2017-11-07,15,9.7
2017-11-08,14,9.74
2017-11-08,14,7.68
2017-11-08,13,10.94
2017-11-08,13,4.14
2017-11-08,15,11.4
2017-11-08,15,11.6
2017-11-08,15,7
2017-11-09,14,10.5
2017-11-09,14,7.14
2017-11-09,15,11.16
2017-11-09,13,9.36
2017-11-09,15,10.5
2017-11-09,15,10.4
2017-11-10,14,10.1
2017-11-10,14,9.18
2017-11-10,13,12.16
2017-11-10,13,8.1
2017-11-10,15,10.6
2017-11-10,15,1
2017-11-13,,9.7
2017-11-13,13,12.48
2017-11-13,13,11.92
2017-11-13,13,3.38
2017-11-13,14,9.64
2017-11-13,14,9.48
2017-11-13,14,7.36
2017-11-13,15,5.2
2017-11-14,15,11.8
2017-11-14,15,10.6
2017-11-14,15,2.8
2017-11-14,14,10.48
2017-11-14,14,9.36
2017-11-14,25,2.75
2017-11-14,13,12.06
2017-11-14,13,9.4
2017-11-14,13,4.34
2017-11-15,15,
2017-11-15,13,10.9
2017-11-15,14,9.14
2017-11-15,14,4.24
2017-11-15,15,10.8
2017-11-16,15,10.4
2017-11-16,15,3.8
2017-11-16,14,10.18
2017-11-16,14,9.36
2017-11-16,13,10.25
2017-11-16,13,5.04
2017-11-17,14,10.48
2017-11-17,14,8.86
2017-11-17,13,10.58
2017-11-17,13,11.12
2017-11-17,11,10.99
2017-11-17,11,6.18
2017-11-20,,4.3
2017-11-20,14,8.12
2017-11-20,14,10.56
2017-11-20,15,10.4
2017-11-20,13,10.52
2017-11-20,13,10.84
2017-11-21,8,7.96
2017-11-21,15,9.82
2017-11-21,13,11.3
2017-11-21,13,9.52
2017-11-21,15,9.38
2017-11-21,14,1.18
2017-11-21,8,10.24
2017-11-21,8,2.38
2017-11-22,14,6.58
2017-11-22,8,7.24
2017-11-22,13,10.02
2017-11-22,13,6.6
2017-11-22,15,9.88
2017-11-22,15,10.08
2017-11-22,15,2.68
2017-11-23,13,9.84
2017-11-23,13,7.28
2017-11-23,15,9.94
2017-11-23,15,7.48
2017-11-23,14,9.68
2017-11-23,14,7.68
2017-11-24,15,9.72
2017-11-24,14,10.86
2017-11-24,14,8.18
2017-11-24,15,5.82
2017-11-24,13,10.68
2017-11-24,13,10.64
2017-11-27,15,10.02
2017-11-27,15,10.12
2017-11-27,15,1.04
2017-11-27,14,10.22
2017-11-27,14,10.32
2017-11-27,14,2.76
2017-11-27,13,11.98
2017-11-27,13,11.96
2017-11-28,15,9.98
2017-11-28,15,10.02
2017-11-28,15,2.72
2017-11-28,14,9.34
2017-11-28,14,10.76
2017-11-28,14,1.72
2017-11-28,13,10.44
2017-11-28,13,11.76
2017-11-29,14,9.82
2017-11-29,14,4.34
2017-11-29,13,11.72
2017-11-29,13,4.76
2017-11-29,15,8.98
2017-11-30,15,10.32
2017-11-30,15,4.76
2017-11-30,14,10.18
2017-11-30,14,8.12
2017-11-30,13,11.66
2017-11-30,13,5.96
2017-12-01,13,11.58
2017-12-01,13,9.46
2017-12-01,14,11.2
2017-12-01,14,10.18
2017-12-01,15,11.3
2017-12-01,15,7.68
2017-12-04,,5.7
2017-12-04,13,11.1
2017-12-04,13,7.54
2017-12-04,14,10.36
2017-12-04,14,5.32
2017-12-05,13,10.06
2017-12-05,13,3.32
2017-12-05,15,9.65
2017-12-05,15,5.38
2017-12-05,14,9.76
2017-12-05,14,8.48
2017-12-06,14,9.48
2017-12-06,14,6.42
2017-12-06,15,11.32
2017-12-06,15,10.04
2017-12-07,14,8.3
2017-12-07,14,9.22
2017-12-07,15,9.52
2017-12-07,15,6.88
2017-12-07,24,10.5
2017-12-07,24,5.1
2017-12-08,24,10.8
2017-12-08,24,5.1
2017-12-08,15,10.34
2017-12-08,15,4.49
2017-12-08,14,10.46
2017-12-08,14,6.1
2017-12-11,14,9.98
2017-12-11,14,10.38
2017-12-11,14,4.22
2017-12-11,13,10.64
2017-12-11,13,9.96
2017-12-11,13,3.88
2017-12-11,15,10.48
2017-12-11,15,10.6
2017-12-12,14,9.86
2017-12-12,14,10.38
2017-12-12,16,2.58
2017-12-12,15,9.52
2017-12-12,15,9.96
2017-12-12,13,10.7
2017-12-12,13,6.42
2017-12-12,13,6.99
2017-12-12,11,2.16
2017-12-13,14,10.48
2017-12-13,15,9.76
2017-12-13,15,3.6
2017-12-13,13,9.2
2017-12-13,13,4.9
2017-12-14,14,9.44
2017-12-14,14,6.92
2017-12-14,15,9.02
2017-12-14,15,3.54
2017-12-14,13,10.34
2017-12-14,13,4.92
2017-12-15,14,10.74
2017-12-15,14,8.34
2017-12-15,15,10.4
2017-12-15,15,5.48
2017-12-15,13,10.12
2017-12-15,13,6.94
2017-12-18,15,10.32
2017-12-18,15,8.38
2017-12-18,14,8.76
2017-12-18,14,8.78
2017-12-18,,9.8
2017-12-18,,7.4
2017-12-19,15,9.48
2017-12-19,15,5.66
2017-12-19,14,10.32
2017-12-19,14,7.34
2017-12-19,,9.5
2017-12-19,,6.3
2017-12-20,15,10.64
2017-12-20,15,10.66
2017-12-20,14,9.1
2017-12-20,14,5.74
2017-12-20,,9.9
2017-12-20,,2.8
2017-12-21,15,4.98
2017-12-21,14,10.1
2017-12-21,14,7.14
2017-12-21,,9.8
2017-12-21,,5.5
2017-12-22,15,9.58
2017-12-22,15,9.04
2017-12-22,14,10.54
2017-12-22,14,10.36
2017-12-22,8,9.44
2017-12-26,14,9.911
2017-12-26,14,7.48
2017-12-26,15,6.38
2017-12-26,15,7.04
2017-12-26,13,9.88
2017-12-26,13,6.78
2017-12-27,14,9.36
2017-12-27,14,4.14
2017-12-27,15,8.54
2017-12-27,15,3.26
2017-12-27,13,9.46
2017-12-27,13,6.62
2017-12-28,14,8.88
2017-12-28,15,9.22
2017-12-28,13,9.34
2017-12-29,13,8.6
2017-12-29,13,3.24
2017-12-29,14,10.34
2017-12-29,14,4.9
2017-12-29,15,9.78
2017-12-30,14,9.26
2017-12-30,14,3.26
2017-12-30,15,9.76
2017-12-30,15,1.94
2017-12-30,13,9.02
2017-12-30,13,8.44
2017-12-30,8,8.42
2018-01-02,14,9.52
2018-01-02,14,1.8
2018-01-02,13,8.18
2018-01-02,13,3.2
2018-01-02,15,7.38
2018-01-02,15,5.84
2018-01-03,18,7.52
2018-01-03,18,3.35
2018-01-03,15,7.16
2018-01-03,15,4.24
2018-01-03,13,8.02
2018-01-03,13,4.96
2018-01-04,13,7.52
2018-01-04,13,2.2
2018-01-04,15,8.42
2018-01-04,15,8.36
2018-01-04,14,8.5
2018-01-04,14,3.56
2018-01-05,15,7.84
2018-01-05,15,5.72
2018-01-05,14,9.2
2018-01-05,14,4.18
2018-01-05,18,7.16
2018-01-05,18,2.96
2018-01-06,15,8.62
2018-01-06,15,3.52
2018-01-06,13,5.5
2018-01-06,13,5.76
2018-01-06,14,6.6
2018-01-06,14,5.1
2018-01-08,15,6.08
2018-01-08,15,3.35
2018-01-08,14,9.02
2018-01-08,14,9.1
2018-01-08,13,6.9
2018-01-08,13,8.2
2018-01-09,13,7.5
2018-01-09,13,6
2018-01-09,18,8.5
2018-01-09,18,1.84
2018-01-09,14,9.16
2018-01-09,14,4.98
2018-01-10,15,6.78
2018-01-10,14,7.08
2018-01-11,15,6.32
2018-01-11,15,3.26
2018-01-11,14,6.82
2018-01-11,14,4.08
2018-01-12,15,7.16
2018-01-12,15,2.98
2018-01-12,14,7.82
2018-01-12,14,3.52
2018-01-12,18,8.54
2018-01-12,18,0.76
2018-01-15,14,8.56
2018-01-15,15,6.18
2018-01-15,13,4.68
2018-01-15,13,4.82
2018-01-15,15,4.38
2018-01-16,14,7.1
2018-01-16,13,7.78
2018-01-16,13,7.11
2018-01-16,14,3.06
2018-01-16,15,5.86
2018-01-16,15,3.78
2018-01-17,13,4.02
2018-01-17,13,6.3
2018-01-17,14,6.36
2018-01-17,14,1.94
2018-01-17,15,8.12
2018-01-17,15,4.12
2018-01-18,13,7.66
2018-01-18,13,2.44
2018-01-18,14,5.16
2018-01-18,14,3.2
2018-01-18,15,6.9
2018-01-18,15,2.56
2018-01-19,8,5.82
2018-01-19,15,6.22
2018-01-19,15,3.46
2018-01-19,13,4.42
2018-01-19,13,4.02
2018-01-22,13,7.46
2018-01-22,13,2.77
2018-01-22,15,5.04
2018-01-22,15,5.24
2018-01-22,14,8.52
2018-01-22,14,3.06
2018-01-23,13,7.48
2018-01-23,13,4.22
2018-01-23,14,7.22
2018-01-23,14,3.6
2018-01-23,15,6.36
2018-01-23,15,3.78
2018-01-24,15,6.46
2018-01-24,13,6.86
2018-01-24,14,6.8
2018-01-25,13,8.02
2018-01-25,14,5.16
2018-01-25,14,4.1
2018-01-25,15,5.8
2018-01-26,14,6.42
2018-01-26,14,0.9
2018-01-26,15,5.98
2018-01-26,15,0.82
2018-01-29,15,4.58
2018-01-29,15,3.2
2018-01-29,14,6.3
2018-01-30,15,7.68
2018-01-30,14,6.36
2018-01-30,14,2.8
2018-01-30,15,4
2018-01-31,15,6.66
2018-01-31,15,4.68
2018-01-31,14,4.16
2018-01-31,14,2.14
2018-02-01,15,4.92
2018-02-01,15,3.96
2018-02-01,14,6.48
2018-02-01,14,1.62
2018-02-02,15,6.36
2018-02-02,15,2.62
2018-02-02,14,5.68
2018-02-02,13,6
2018-02-02,13,3.38
2018-02-02,14,1.86
2018-02-05,13,6.48
2018-02-05,14,2.68
2018-02-05,14,7.26
2018-02-05,13,5.28
2018-02-05,15,5.8
2018-02-05,15,8.48
2018-02-06,,1.74
2018-02-06,13,7.58
2018-02-06,13,4.46
2018-02-06,14,7.2
2018-02-06,14,2
2018-02-06,15,6.22
2018-02-06,15,4.48
2018-02-07,15,7.44
2018-02-07,13,3.5
2018-02-07,13,4.1
2018-02-07,14,6.72
2018-02-07,15,3.16
2018-02-08,14,7.92
2018-02-08,13,7.46
2018-02-08,15,5.52
2018-02-08,15,3.46
2018-02-09,15,5.16
2018-02-09,15,4.12
2018-02-09,13,3.94
2018-02-09,13,7.2
2018-02-09,14,7.6
2018-02-09,14,1.86
2018-02-12,14,8.448
2018-02-12,14,1.4
2018-02-12,15,6.14
2018-02-12,15,5.9
2018-02-12,13,7.78
2018-02-12,13,1.98
2018-02-13,15,5.98
2018-02-13,15,4.46
2018-02-13,13,7.44
2018-02-13,13,1.6
2018-02-13,15,0.34
2018-02-13,14,7.4
2018-02-13,14,3.358
2018-02-14,15,8.06
2018-02-14,15,4.2
2018-02-14,14,7.88
2018-02-14,14,1.8
2018-02-14,13,7.86
2018-02-14,13,1.28
2018-02-15,15,4.98
2018-02-15,15,6.38
2018-02-15,13,7.1
2018-02-15,13,2.7
2018-02-15,14,6.22
2018-02-15,14,3.14
2018-02-16,13,4
2018-02-16,13,1.12
2018-02-16,15,6.89
2018-02-16,15,3.92
2018-02-16,14,7.8
2018-02-16,14,3.64
2018-02-19,14,7.4
2018-02-19,13,7.28
2018-02-19,13,6.98
2018-02-19,14,3.2
2018-02-20,15,6.24
2018-02-20,15,4.08
2018-02-20,13,7.52
2018-02-20,13,4.62
2018-02-20,14,7.86
2018-02-20,14,4.54
2018-02-21,14,6.56
2018-02-21,13,8.1
2018-02-21,15,6.7
2018-02-21,15,7.89
2018-02-21,15,1.98
2018-02-22,15,5.56
2018-02-22,15,1.52
2018-02-22,14,7
2018-02-22,13,4.3
2018-02-22,13,3.68
2018-02-22,14,2.66
2018-02-23,14,8.2
2018-02-23,14,1.28
2018-02-23,13,8.89
2018-02-23,13,2.7
2018-02-23,15,4.4
2018-02-23,15,4.54
